uniqueID,grasp_rating
spam,5.9189
spareribs,6.0278
spark_plug,6.359
sparkler,6.2162
spatula,6.7222
speaker,4.425
spear,6.2632
speedboat,2.4167
speedometer,3.9722
spider,4.4474
spider_web,3.8108
spinach,6.6389
splinter,4.1765
sponge,6.2973
spool,5.6216
spoon,6.8378
spout,5.2308
spring_roll,6.3784
springboard,4.3947
sprinkler,5.3077
sprouts,6.1892
spur,5.359
squash,6.1316
squeegee,6.2105
squid,3.675
squirrel,3.359
squirt_gun,6.4211
stained_glass,3.3529
stair,3.2286
stake,6.5641
stalagmite,3.9444
stamp1,6.3333
stamp2,6.5676
staple,5.8
staple_gun,6.2188
stapler,6.3846
star_fruit,6.3158
starfish,5.075
station_wagon,2.6923
statue,3.0
steak,6.027
steamroller,2.4872
steering_wheel,6.4286
stem,6.1842
step_stool,5.5676
stereo,5.0263
stethoscope,6.4211
stew,4.3947
stick,6.325
sticker,6.4054
stiletto,6.2778
stilt,5.7143
stingray,2.7568
stir_fry,5.8205
stirrup,5.4167
stockings,6.3684
stomach,4.2703
stool,5.6216
stopwatch,6.5135
stove1,2.7778
stove2,3.7
straightjacket,5.4324
strainer,6.1892
strap,6.4865
straw1,6.1538
straw2,6.3421
strawberry,6.5526
streetlight,2.8378
stretcher,5.3784
string_cheese,6.4595
stroller,5.5833
stuffing,5.3
stump,2.1795
submarine,1.5676
subway,2.4595
sugar_cube,6.5588
suit,6.1351
suitcase,5.7105
sundae,5.6579
sundial,4.6923
sunflower,6.05
sunglasses,6.4722
sunroof,3.675
surfboard,4.8056
sushi,6.3158
suspenders,6.3158
swab,6.4737
swan,2.5676
sweater,6.3143
sweatsuit,6.4286
sweeper,6.4872
sweet_potato,6.5833
swimming_pool,2.4848
swimsuit,6.4865
swing,5.4359
swing_set,5.0513
switch,6.0513
swizzle_stick,6.5714
sword,5.8824
swordfish,2.0263
syringe,6.2432
syrup,4.2973
t-shirt,6.5405
tab,6.4444
table,4.85
tablecloth,6.1538
tablet,6.3421
tack,5.7714
tackle,5.7297
taco,6.1842
tadpole,4.1053
taffy,6.6842
tag,6.2222
taillight,4.7027
tamale,6.2286
tambourine,6.0303
tank1,2.2821
tank2,3.4857
tape,6.5385
tape_measure,6.3158
tape_recorder,6.1622
tapestry,5.9487
tarantula,4.0
target,4.3243
tarp,5.8158
tattoo,2.6
taxi,2.6923
tea,4.8333
teabag,6.3514
teacup,6.5
teapot,6.2222
teddy_bear,6.3429
tee,6.5385
teepee,3.7297
telegraph,5.4872
telephone_pole,3.1892
telescope,5.3947
television,4.2
tennis_ball,6.6667
tent,4.2973
terrarium,5.3784
test_tube,6.3333
thermometer,6.4444
thermos,6.1579
thermostat,5.4242
thimble,6.5135
thorn,2.9688
thread,6.2308
throne,4.1316
thumb,6.45
thumbtack,6.0278
tiara,6.4324
tick,3.9722
ticktacktoe,4.641
tie,6.6216
tiger,1.9459
tile,5.25
timer,6.4359
tinsel,6.5882
tiramisu,5.1282
toad,4.1842
toast,6.2432
toaster,5.5526
toaster_oven,4.8421
toe,6.5
toga,6.3056
toilet,3.0294
toilet_paper,6.7297
tomato,6.4595
tomato_sauce,3.0
tongs,6.4412
tongue,5.1111
tool,6.3684
toolbox,5.3077
tooth,5.7632
toothbrush,6.7368
toothpaste,5.7105
toothpick,6.4737
top_hat,6.4444
torch,5.6757
torpedo,2.2941
torso,4.8919
tortellini,6.2778
tortilla,6.4118
tostada,6.1351
totem_pole,3.0882
toucan,3.5135
touchpad,4.1622
towel,6.5143
towel_rack,5.7838
toy,6.2821
tractor,3.2632
traffic_light,3.3333
trailer,3.2895
train,2.2
train_car,2.0556
train_set,4.775
trampoline,3.9211
trap,4.9487
trapdoor,5.1026
trashcan,5.1282
tray,6.3429
treadmill,4.25
treasure,4.7436
tree,4.2821
tree_trunk,3.1026
triangle,6.4872
tricycle,5.3684
trident,5.6667
trigger,6.0256
tripod,6.0
trolley,2.4857
trombone,5.7368
trophy,5.6053
trough,3.3333
trowel,6.55
truck,2.0541
trumpet,5.7179
trunk,3.9706
tuba,4.5897
tube_top,6.4722
tugboat,2.5385
tulip,6.3243
tumbleweed,4.4359
tuning_fork,6.5405
tupperware,6.4474
turban,5.6757
turbine,2.3056
turf,4.0541
turkey,3.7297
turnstile,5.2895
turntable,4.8
turtle,4.9231
turtleneck,6.3529
tuxedo,5.6923
tweezers,6.6486
twig,6.3421
typewriter,4.6765
ukulele,6.4054
umbrella,6.6154
undershirt,6.7179
underwear,6.6579
unicycle,4.8974
uniform,5.9459
urinal,3.4103
urn,5.4103
vacuum,5.7027
valve,6.1714
van,2.3158
vase,5.3947
vegetable,6.1622
veil,6.0811
velcro,6.0556
vending_machine,2.8333
vent,4.1842
vest,6.2703
vial,6.3784
videocassette,6.3784
videogame,5.4865
viewfinder,5.3243
violin,5.7632
vise,4.7105
visor,6.5135
volleyball,5.7778
vulture,2.5789
wafer,6.5135
waffle,6.2162
waffle_iron,5.3158
wagon,3.6111
walker1,6.25
walker2,5.5676
wall,2.4865
wallet,6.5946
wallpaper,4.4474
walnut,6.6944
walrus,1.7692
wand,6.5526
warthog,2.0
washboard,5.5789
washcloth,6.5135
washing_machine,2.8378
wasp,3.5405
watch,6.4872
water_bottle,6.2703
water_cooler,4.225
water_filter,5.8718
water_fountain,4.4857
water_heater,2.9231
watering_can,5.9189
watermelon,4.2564
waterwheel,3.1111
wax,4.675
wax_paper,6.1795
weasel,3.8286
weather_vane,4.7179
webcam,6.3714
wedding_cake,3.925
wedge,6.1622
weed,5.8889
wetsuit,5.7297
whale,1.7895
wheat,6.4324
wheel,4.4872
wheelbarrow,5.6667
wheelchair,5.5128
whip,6.6
whipped_cream,4.2162
whisk,6.5135
whistle,6.641
whiteboard,4.0
whoopee_cushion,6.5405
wick,5.8649
wig,6.4286
wind_chimes,5.7
window,4.0
windowsill,4.8108
windshield,2.6486
windshield_wiper,5.95
windsock,5.2703
wine,4.8649
wine_bottle,6.0513
wine_cooler,5.7632
wineglass,6.5
wing,2.7368
wire,6.1579
wire_cutters,6.1795
wok,5.8462
wolf,2.4615
woman,5.0
wood,4.5897
wooden_leg,5.4857
workbench,3.8889
worm,5.5263
wrap,6.0
wrapping_paper,6.2432
wreath,5.6571
wreck,2.3243
wrench,6.1053
wrist,6.2105
xylophone,5.725
yacht,2.6486
yak,2.6154
yarn,6.4286
yo-yo,6.4
yogurt,4.6216
yoke,5.1471
yolk,3.0811
zebra,2.4872
zipper,6.2
zucchini,6.2051
