uniqueID,hold_rating
spacesuit,4.3947
spaghetti,5.3947
spam,6.3243
spareribs,6.2222
spark_plug,6.5897
sparkler,6.3243
spatula,6.7222
speaker,3.825
spear,6.2632
speedboat,1.1389
speedometer,3.3333
spider,4.2632
spider_web,3.1351
spinach,6.6944
splinter,4.2353
sponge,6.4865
spool,5.6757
spoon,6.8919
spout,4.8718
spring_roll,6.4324
springboard,3.8947
sprinkler,5.4103
sprouts,6.2703
spur,5.641
squash,6.3947
squeegee,6.2632
squid,3.825
squirrel,3.3077
squirt_gun,6.4211
stained_glass,3.0294
stair,2.0857
stake,6.5128
stalagmite,2.6944
stamp1,6.5641
stamp2,6.5946
staple,6.425
staple_gun,6.2188
stapler,6.3333
star_fruit,6.4474
starfish,5.45
station_wagon,1.3846
statue,1.5946
steak,6.1892
steamroller,1.2308
steering_wheel,6.0857
stem,6.1316
step_stool,5.6757
stereo,4.4474
stethoscope,6.5263
stew,4.5789
stick,6.425
sticker,6.7027
stiletto,6.4444
stilt,5.4571
stingray,2.2703
stir_fry,5.7949
stirrup,5.6944
stockings,6.5526
stomach,4.0541
stool,5.2432
stopwatch,6.7027
stove1,1.6389
stove2,1.925
straightjacket,5.7027
strainer,6.3243
strap,6.6216
straw1,6.3077
straw2,6.7368
strawberry,6.6053
streetlight,1.8108
stretcher,3.8378
string_cheese,6.5946
stroller,4.3889
stuffing,5.45
stump,1.5897
submarine,1.3243
subway,1.8919
sugar_cube,6.6176
suit,6.2162
suitcase,5.1842
sundae,6.0526
sundial,3.7179
sunflower,5.875
sunglasses,6.6667
sunroof,3.05
surfboard,4.7222
sushi,6.4211
suspenders,6.6316
swab,6.6316
swan,2.4865
sweater,6.5143
sweatsuit,6.4857
sweeper,6.2821
sweet_potato,6.6111
swimming_pool,1.5455
swimsuit,6.7027
swing,4.4872
swing_set,3.641
switch,5.9231
swizzle_stick,6.6857
sword,5.3824
swordfish,1.9211
syringe,6.4595
syrup,4.6216
t-shirt,6.7027
tab,6.6389
table,3.275
tablecloth,6.3333
tablet,6.4737
tack,6.2571
tackle,6.0541
taco,6.2632
tadpole,4.4211
taffy,6.7632
tag,6.4444
taillight,4.2162
tamale,6.4286
tambourine,6.2727
tank1,1.5385
tank2,3.0
tape,6.6154
tape_measure,6.5789
tape_recorder,6.1622
tapestry,5.5641
tarantula,4.0
target,3.8919
tarp,5.3158
tattoo,2.3
taxi,2.0769
tea,5.6111
teabag,6.6486
teacup,6.6579
teapot,6.25
teddy_bear,6.5143
tee,6.6923
teepee,2.2973
telegraph,5.2564
telephone_pole,2.0
telescope,4.7368
television,3.325
tennis_ball,6.8718
tent,3.6216
terrarium,5.3243
test_tube,6.5385
thermometer,6.4167
thermos,6.3158
thermostat,5.2424
thimble,6.6757
thorn,2.9688
thread,6.3846
throne,2.6579
thumb,6.45
thumbtack,6.2222
tiara,6.4865
tick,4.0278
ticktacktoe,4.2821
tie,6.7027
tiger,1.3784
tile,5.3889
timer,6.6667
tinsel,6.5882
tiramisu,5.4615
toad,4.5
toast,6.5676
toaster,6.0
toaster_oven,4.7368
toe,6.3333
toga,6.5
toilet,2.0882
toilet_paper,6.7568
tomato,6.6216
tomato_sauce,3.5
tongs,6.6471
tongue,4.6667
tool,6.3421
toolbox,5.2308
tooth,5.9211
toothbrush,6.7368
toothpaste,5.8947
toothpick,6.5789
top_hat,6.6389
torch,5.7838
torpedo,1.9412
torso,4.1892
tortellini,6.5
tortilla,6.5588
tostada,6.3243
totem_pole,2.0882
toucan,3.4865
touchpad,3.7568
towel,6.6857
towel_rack,5.2703
toy,6.359
tractor,1.6053
traffic_light,2.5641
trailer,2.2895
train,1.2857
train_car,1.3333
train_set,3.775
trampoline,2.0526
trap,4.5385
trapdoor,4.5641
trashcan,4.6923
tray,6.4571
treadmill,2.4
treasure,4.6667
tree,2.4103
tree_trunk,2.4872
triangle,6.6923
tricycle,4.9211
trident,5.4615
trigger,5.8205
tripod,5.9189
trolley,1.6
trombone,5.9737
trophy,5.5263
trough,2.2308
trowel,6.65
truck,1.5135
trumpet,5.7692
trunk,3.1471
tuba,4.4103
tube_top,6.6111
tugboat,1.4872
tulip,6.3243
tumbleweed,4.4103
tuning_fork,6.5676
tupperware,6.5263
turban,5.9459
turbine,1.6944
turf,4.0811
turkey,3.5405
turnstile,3.3684
turntable,4.4
turtle,4.4615
turtleneck,6.5882
tuxedo,6.2051
tweezers,6.6757
twig,6.5
typewriter,4.4412
ukulele,6.5676
umbrella,6.5385
undershirt,6.7436
underwear,6.6316
unicycle,4.7949
uniform,6.3784
urinal,2.3333
urn,5.4103
vacuum,4.973
valve,5.4571
van,1.7632
vase,5.6842
vegetable,6.1892
veil,6.4324
velcro,6.4444
vending_machine,1.6389
vent,4.1053
vest,6.5135
vial,6.5676
videocassette,6.7297
videogame,5.8919
viewfinder,3.4595
violin,5.8947
vise,3.9737
visor,6.5676
volleyball,6.3056
vulture,2.1579
wafer,6.6486
waffle,6.4324
waffle_iron,5.5263
wagon,2.5833
walker1,6.1389
walker2,5.0541
wall,1.9189
wallet,6.7027
wallpaper,4.5263
walnut,6.8056
walrus,1.3077
wand,6.6053
warthog,1.6316
washboard,5.5789
washcloth,6.7838
washing_machine,1.7838
wasp,3.0811
watch,6.6923
water_bottle,6.5946
water_cooler,2.725
water_filter,5.6923
water_fountain,3.0286
water_heater,2.0
watering_can,6.0
watermelon,4.5641
waterwheel,2.0
wax,4.975
wax_paper,6.4359
weasel,3.5429
weather_vane,4.7179
webcam,6.5143
wedding_cake,3.625
wedge,6.0541
weed,6.1389
wetsuit,5.8919
whale,1.3947
wheat,6.4324
wheel,3.9744
wheelbarrow,4.3846
wheelchair,4.1026
whip,6.6571
whipped_cream,5.0
whisk,6.5946
whistle,6.8718
whiteboard,3.2821
whoopee_cushion,6.5405
wick,5.8108
wig,6.5143
wind_chimes,5.825
window,3.0769
windowsill,3.8108
windshield,2.4595
windshield_wiper,5.925
windsock,5.5135
wine,5.0811
wine_bottle,6.359
wine_cooler,5.7368
wineglass,6.5278
wing,1.5526
wire,6.4737
wire_cutters,6.3333
wok,5.5128
wolf,2.0513
woman,5.2105
wood,4.5385
wooden_leg,5.5143
workbench,2.6389
worm,5.3947
wrap,6.2424
wrapping_paper,6.3243
wreath,5.8571
wreck,1.6486
wrench,6.3158
wrist,6.2105
xylophone,5.825
yacht,1.6486
yak,1.7692
yarn,6.6286
yo-yo,6.6
yogurt,4.8108
yoke,4.5882
yolk,3.6757
zebra,1.8974
zipper,6.3714
zucchini,6.4359
